date,totalArticles,title&description,Sentiment Score,open,high,low,close,volume,daily_return,volume change,spread,joy,fear,sadness,tentative,analytical,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2020-12-18,18,"How to invest in bitcoin: The major ways to buy, their pros and cons, and the strategies to consider From financial apps to publicly traded funds to crypto-exchanges, there are now a multitude of options for investing in bitcoin. Bitcoin remains risky andWhich Bitcoin Fund Should You Buy? Bitcoin is on a bull run again. How does the Bitcoin Fund (TSX:QBTC) compare to its new rival?Bitcoin's market cap could hit $1 trillion in 2021 as its growing reserve currency status drives adoption higher, a cryptocurrency expert says Bitcoin's market cap could hit a trillion dollars as early as 2021, according to Blockchain.com's head of research. ""My expectation is that bitcoin will becomeNew bitcoin investors buying $20 million or more flood crypto market A herd of new, institutional investors are scooping up bitcoin this year as the price more than doubles.Forget Gold and Bitcoin. I’d Use the Stock Market Crash to Buy Cheap Shares to Get Rich It is still possible to buy cheap shares after the stock market crash, in my view. I’d rather buy them than popular assets such as gold and Bitcoin.Dollar gains after week of losses, Bitcoin hovers near record high The dollar rose on Friday from two-and-a-half-year lows as some investors squared positions heading into year-end, while Bitcoin edged lower but still hovered near its all-time high.FOREX-Dollar gains after week of losses, Bitcoin hovers near record high * Dollar gains after week of losses; Bitcoin hovers near record high (Adds details on Wall Street indices and Bitcoin, updates prices, comments) By Suzanne Barlyn Dec 18 (Reuters) - The dollar rose on Friday from two-and-a-half-year lows as some investors squared positions...Breakingviews - Review: Money’s history proves credibility is king Money, like law, is a useful bit of fiction. In “Money: the true story of a made-up thing”, Jacob Goldstein, the co-host of the “Planet Money” podcast, traces the journey from Mesopotamian clay tokens to bitcoin, exploring currency’s fraught relationship with shiny metals...Bitcoin Is Surging. Coinbase’s IPO Will Be Another Way to Play the Hot Cryptocurrency. Stimulus deal may take a few more days, Russian cyberattacks a “grave threat,” FDA panel recommends Moderna vaccine authorization, and other news to start your day.Bitcoin vs. Gold: Which Is the Better Buy in 2021? Bitcoin and gold have had a banner 2020 in the face of a devastating pandemic. Which is the better target for 2021?",1,22811.8,23317.1,22308.2,23130.5,6050.93755165,0.0133311720741953,-0.6814196389110019,0.0442271105305148,0.590572,0.592034,0.534758,0.515201,0.0,23130.5,23130.5,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2020-12-19,6,"How will Bitcoin shift the power in the coffee industry? TechStartups - Coverage of Technology News, technology startups, Emerging technology, venture capital funding, and Silicon ValleyHow to Invest in Bitcoin: It Can Be Easy, but Watch Out for Fees. There is no Bitcoin exchange-traded fund, and there may not be one for years. Still, there are options.Bitcoin Is Hot! Should You Buy This Crypto Mining Stock? Back in May, I though Hive Blockchain Technologies (TSX:HIVE) was a good buy. With the stock up around 400%, should you buy more today?Toronto police investigating threatening letters containing white powder Investigators say the letter demands that the person it's addressed to deposit Bitcoin in exchange for their family's well beingShould you invest in Bitcoin? Bitcoin Investment: A Bitcoin exchange functions like a bank where a person buys and sells Bitcoins with traditional currency. Depending on the demand and supply, the price of a Bitcoin keeps fluctuating.Bitcoin’s Move Foreshadows Stocks’ Move, Says One Technician There’s no “blowoff spike” in open interest in Bitcoin futures, which bodes well for the cryptocurrency’s price, and for stocks. Plus, market newsletter commentary on inflation, economic activity, and a rotation beyond tech stocks",1,23132.8,24288.2,22800.0,23871.5,6255.1278031,0.0320356239597068,0.0337452253815311,0.0643328952828884,0.529512,0.0,0.0,0.68286,0.0,23624.5,23513.83541292065,1.0,0.0,1.0,0.013226044766622687,0.013226044766622685,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2020-12-20,14,"Tesla's Elon Musk asks about converting ""large transactions"" to bitcoin Elon Musk on Sunday asked about the possibility of converting ""large transactions"" of Tesla Inc's balance sheet into bitcoin, according to a ...Tesla's Elon Musk asks about converting 'large transactions' to bitcoin Elon Musk on Sunday asked about the possibility of converting ""large transactions"" of Tesla Inc's balance sheet into bitcoin, according to a ...Tesla's Elon Musk asks about converting 'large transactions' to bitcoin Elon Musk on Sunday asked about the possibility of converting ""large transactions"" of Tesla Inc's balance sheet into bitcoin, according to a Twitter exchange between Musk and a well-known advocate for the digital currency.Elon Musk tweeted about Dogecoin. It soared 20% What started off as a meme-inspired parody cryptocurrency has now become the center of a series of tweets in a bitcoin sound-off from Elon Musk.All aboard the billionaires' bitcoin bandwagon Now that bitcoin has topped US$20,000 (S$26,550) for the first time, should you shift your hard-earned cash into digital currencies?. Read more at straitstimes.com.Bitcoin value breaks all-time high of over $24k Several days ago, bitcoin showed a significant upward trend, trading at over $23,000 and gaining around 20 percent in a single day. Bitcoin has extended its record,Elon Musk inquires about moving ‘large transactions’ to bitcoin Michael Saylor, CEO of Microstrategy Inc., encouraged the billionaire to shift U.S. dollars from the electric-car maker to Bitcoin and ‘do your shareholders a $100 billion favor’Forget Bitcoin: Buy This Ethereum ETF Instead Bitcoin (TSX:QBTC.U) has surged this year. Investors should look at its underrated peer, Ethereum too.Ritholz And Brown Riff On Tesla, Bitcoin, And SPACs Barry Ritholtz and Josh Brown are financial advisors and big personalities. They spoke with Barron’s in a wide-ranging interview that required two parts. This is the second.Bitcoin tycoon Mike Novogratz breaks down how the pandemic accelerated the cryptocurrency revolution Bitcoin bull Mike Novogratz explained two pandemic-induced trends that accelerated the ""cryptocurrency revolution"" during a Real Vision interview published",1,23871.5,24297.7,23084.9,23480.7,5876.10037185,-0.0163709863226022,-0.0605946741906947,0.0508053536644115,0.565506,0.0,0.508825,0.594668,0.0,23542.32857142857,23502.01646325406,1.0,0.0,1.0,0.028644486658851477,0.024879961380391998,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2020-12-21,13,"Ripple to face SEC suit over XRP cryptocurrency Agency, whose chairman is leaving soon, claims the company violated investor-protection laws when it sold the bitcoin-like digital assetBitcoin May Face Regulatory Scrutiny After Record-Breaking Rally, Experts Say With Bitcoin capturing greater attention, it could also garner further scrutiny from regulators, says Guy Hirsch, managing director for the US at online-trading platform eToro.Bitcoin plunges the most in nearly a month after its record-breaking surge past $24,200 Bitcoin plummeted as much as 6% on Monday, representing the deepest drop in the crypto asset in nearly a month. The decline comes after Bitcoin rocketed toElon Musk inquired on Twitter about 'large' bitcoin transactions after a crypto booster suggested he convert Tesla's balance sheet Elon Musk tweeted a racy photo on Sunday suggesting he's being tempted by bitcoin. The elicited a response from crypto booster Michael Saylor, who suggestedBillionaire investor Sam Zell questions Tesla and Bitcoin, predicts workers will return to offices, and warns the US dollar could be replaced as the world's reserve currency in a new interview. Here a Real-estate magnate Sam Zell cautioned the US dollar could be usurped as the world's reserve currency in the next decade during a Real Vision interview thisElon Musk Considers 'Large Transactions' from Tesla to Bitcoin Tesla's Elon Musk considers the possibility of converting the company's balance sheet into cryptocurrency on Twitter. Read the details here.Bitcoin slumps 6% as new COVID-19 strain upsets wider markets Bitcoin dropped as much as 6% on Monday, with fears over a fast-spreading new coronavirus strain in Britain hitting assets across wider markets.Bitcoin slumps 6 per cent as new COVID-19 variant upsets wider markets Bitcoin was last down 5.5% at $22,156 after hitting a record $24,298.04 on SundayBitcoin’s Record High: 2 Easy Ways to Buy In Some people feel that Bitcoin is hard to buy, but you can easily gain exposure through the CI Galaxy Bitcoin Fund (TSX:BTCG.UN).UPDATE 1-Bitcoin slumps 6% as new COVID-19 strain upsets wider markets Bitcoin dropped as much as 6% on Monday, with fears over a fast-spreading new coronavirus strain in Britain hitting assets across wider markets.",0,23480.8,24090.0,21885.6,22716.1,10783.18264979,-0.0325629133714072,0.8350916368698926,0.0938809580593506,0.589725,0.0,0.0,0.759095,0.0,23101.673333333332,23284.662447788953,0.0,-1.0,-1.0,0.02865827857612041,0.029310811467246404,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2020-12-22,10,"SEC Sues Ripple Over XRP Cryptocurrency The agency, whose chairman is leaving soon, claims the company violated investor-protection laws when it sold the bitcoin-like digital asset.Elon Musk: Missed the Bitcoin Train? Buy This 1 EV Stock Today Before it's Too Late While Elon Musk’s views about Bitcoin remain unclear, it’s a well-known fact how Tesla -- his electric car company -- made him the second-richest person in the world. Here’s one great EV stock to buy on TSX today.Anthony Scaramucci's SkyBridge hedge fund just invested $25 million in a bitcoin fund as it sees an 'avalanche of institutional investors' buying crypto in 2021 Anthony Scaramucci's SkyBridge Capital just launched a bitcoin fund and invested $25 million of capital. It will go live to outside investors in 2021. AfterShould You Buy Gold or Bitcoin to Hedge Against a Stock Market Crash? The second wave of mutant coronavirus is leading to another stock market crash. Should you buy gold and bitcoin as a hedge against the crash?From automation to Bitcoin, Canadian investors see opportunity in 2021 Fund managers are picking cyclical stocks that could benefit from a return to a more typical economy in the coming yearFrom automation to Bitcoin, Canadian investors see opportunity in 2021 Canadian fund managers are revamping their portfolios, picking cyclical stocks that could benefit from a return to a more typical economy in the coming year, as COVID-19 vaccines roll out and central banks provide a historic level of stimulus.5 crucial bitcoin predictions for 2021, from a fintech expert Some say bitcoin could reach as high as $50,000 next year. Although that seems extreme, it's not out of the question if investors move money from other assets into world's most valuable virtual currency.Ripple Claims Bitcoin Is 'Chinese-Controlled' While Announcing New Lawsuit From SEC The Securities and Exchange Commission plans to sue Ripple in federal civil court for selling unregistered securities, according to a news releaseYet another crypto exchange has fallen victim to a massive hack Cryptocurrency exchange EXMO revealed that assets, including Bitcoin, Ripple, Ethereum, and others, were stolen from its hot wallets.Bitcoin appears less volatile than before Tesla's shares have soared more than 676% so far in 2020. Meanwhile, bitcoin has risen about 220% as of midnight EST Tuesday, according to Coin Metrics.",1,22724.6,23837.0,22354.2,23828.2,5728.00766789,0.0489564669991768,-0.4688017578927357,0.0652508735027238,0.0,0.0,0.578295,0.716654,0.559117,23476.654838709677,23408.936693558237,1.0,0.0,1.0,0.04522691727227171,0.03474403381908468,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2020-12-23,6,"Warren Buffett: Don’t Let Cryptocurrency Ruin Your TFSA. Buy This 1 TSX Stock Instead If you want to keep your TFSA contributions safe, it’s important to wisely pick your investment choices, or else cryptocurrencies’ temporary glee might wipe out your hard-earned money. That explains why Warren Buffett hates Bitcoin.From automation to Bitcoin, Canadian investors see opportunity in 2021 Canadian fund managers are revamping their portfolios, picking cyclical stocks that could benefit from a return to a more typical economy in the coming year, as COVID-19 vaccines roll out and central banks provide a historic level of stimulus.From automation to Bitcoin, Canadian investors see opportunity in 2021 Canadian fund managers are revamping their portfolios, picking cyclical stocks that could benefit from a return to a more typical economy in the coming year, as COVID-19 vaccines roll out and central banks provide a historic level of stimulus.Forget Bitcoin! This Warren Buffett-Owned Gold Stock Is a Better Buy Warren Buffett-owned shares of Barrick Gold Corp. (TSX:ABX)(NYSE:GOLD) outshines Bitcoin and other cryptocurrencies as the superior investment.Bitcoin Will Never Replace Gold Bitcoin won't replace gold. It is, however, a significant new asset class, and you can get exposure to it through HIVE Blockchain Technologies (TSXV:HIVE) stock.Cryptocurrency XRP tumbles 24% after U.S. SEC charges Ripple XRP, which often moves in tandem with Bitcoin, had rocketed in November to hit its highest level since 2018 as a rally in cryptocurrencies gathered pace. But after Wednesday's drop, XRP has now lost half its value since the start of December.",1,23823.0,24080.0,22629.2,23226.7,8830.55195551,-0.0252431992345204,0.5416445765274036,0.060899131091802,0.0,0.0,0.582335,0.61468,0.0,23349.693650793655,23373.068984313653,0.0,-1.0,-1.0,0.04095836660446984,0.03402126829376389,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2020-12-24,12,"Tesla’s Inclusion in the S&P 500 Leaves Less Room for Some Sectors Tesla’s addition to the index gave a boost to the Consumer Discretionary sector, but diminished the weighting of Energy, Financials, and Materials. Plus, market-newsletter commentary on bank buybacks, stock-market manias, bond yields, and Bitcoin.Letters to the Editor of Barron’s Plus, letters on Barron’s stock picks for 2021, Bitcoin, and private equity in 401(k) plansBitcoin: Why $50,000 Is More Likely Than $5,000 Right Now Looking for other high-quality, high-return investments? Check these out...Bitcoin crushes doubters as 224% rally proves it’s here to stay Like social networks, cryptocurrencies derive their value from the number of usersBitcoin’s rally has already outlasted 2017’s epic run The digital currency has tripled in price this year and is holding its gains longerForget Bitcoin: 2 Stocks I'd Buy Instead for 2021 Bitcoin doubled in recent months and the euphoria looks a lot like the rally in 2017. These two stocks might be better picks than Bitcoin for 2021.Bitcoin is irrelevant to financial markets and investors 'are going to weep' if regulators come down hard on crypto, says Kevin O'Leary Kevin O'Leary told CNBC on Thursday bitcoin is irrelevant to financial markets and at risk of regulation. His comments come as an increasing number of institutionsForget Bitcoin and Gold: Buy This Small-Cap Stock for Outsized Gains Here's why this tech stock on the TSX can be a better buy than gold or Bitcoin for 2021.Why did bitcoin’s price surge more than 200% this year? Chances are you've heard of the investors and companies that have bought or adopted bitcoin in 2020.Bitcoin’s Rally Has Already Outlasted 2017’s Epic Run The volatile digital currency has tripled in price this year, but unlike some past surges, it is holding on to gains longer.",1,23225.5,23750.0,22723.0,23718.6,4800.52521058,0.0211782130048607,-0.456373142384988,0.0442186389959311,0.581339,0.0,0.0,0.734772,0.0,23535.599212598427,23433.260205795,1.0,0.0,1.0,0.03273355481668684,0.03144255875787291,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2020-12-25,5,"Bitcoin will support government without any compensation, Waqar Zaka Chairman Technology Momvement Pakistan (TMP) Waqar Zaka said that the TenUp has developed a digital currency for the use of SBP.Bitcoin hits all-time high above $25k, later sinks below this level The world's most popular cryptocurrency, Bitcoin, has hit a new all-time high of more than $25,000, trading data shows. On Binance, the largest cryptocurrency exchangeForget Bitcoin: Here's a Warren Buffett Stock to Buy Right Now Barrick Gold Corp. (TSX:ABX)(NYSE:GOLD) is a Warren Buffett stock that Canadians should look to buy on the recent bout of weakness.Bitcoin surges to fresh record high and looks set to break the $25,000 level: 'Merry Bitmas' Bitcoin hit a new record high of $24,661 on Friday. Investors on social media platform declared a ""Merry Bitmas."" Bitcoin continues to be one of the market'sBitcoin's 224% rally this year proves it's here to stay To ignore very evident Bitcoin’s spikes in the past year, the most recent one being last week, is to dismiss the evidence of history.",1,23718.7,24777.7,23410.8,24698.6,6178.77951455,0.0413177843548944,0.2871048986332642,0.0576296340018635,0.548562,0.0,0.0,0.0,0.0,24119.38,23632.334226630574,1.0,0.0,1.0,0.030601193738755306,0.031766431374265366,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2020-12-26,4,"2021 crypto outlook: Bitcoin faces US regulatory scrutiny after record-breaking rally Janet Yellen, who’s been nominated to serve as Treasury secretary in Biden’s administration, has in recent years cautioned investors over Bitcoin, saying it was a 'highly speculative asset' and 'not a stable store of value'Bitcoin at all-time high, value surges past $26,000 According to CoinMarketCap, an aggregator that compiles data from more than 20 brokers, Bitcoin was trading at $26,270.96 on Saturday evening, a rise of 7.36% over the preceding 24 hours.Bitcoin on a record breaking spree, breaches $27,000 to set all-time record high It had hit the $26,000 level for the first time on Saturday.Tesla's Elon Musk asks about converting 'large transactions' to bitcoin Tesla's Elon Musk asks about converting 'large transactions' to bitcoin",1,24703.8,26800.0,24500.0,26441.2,9648.05536731,0.0705546063339623,0.5614823841165446,0.0931030853552894,0.524298,0.0,0.0,0.0,0.0,25282.561839530335,24037.626104044837,1.0,0.0,1.0,0.035307877716003175,0.036601366587127905,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2020-12-27,12,"Become an expert cryptocurrency investor with this bundle of six courses for $30 Source: StackCommerce When the price of Bitcoin maxed out, you might have thought the cryptocurrency bubble had burst. In fact, there are still many digital currencies gaining value. The Complete Cryptocurrency Professional Trading Bundle shows you how to ride the wave and make a profit, with 22 hours of expert training. The bundle is now 97% off MSRP at just $29.99. EvenBitcoin Jumps to Record $28,600 as 2020 Rally Reaches New Heights Bitcoin on Wednesday jumped to a record $28,599.99 (roughly Rs. 21 lakhs), after the digital currency almost quadrupled in value this year amid heightened interest from bigger investors.Bitcoin on longest winning run since 2019 after hitting record The largest cryptocurrency reached an all-time high of $28,365 on Sunday before paring some of the advanceBitcoin miners in Nordic region get a boost from cheap power The Nordic region once again has become a lucrative place to mine crypto-currencies, thanks to a plunge in electricity prices.
The wettest weather in at least 20 years boosted production from hydro-electric plants, leaving Sweden and Norway with some of the lowest power prices in the worldBecome an expert cryptocurrency investor with this bundle of six courses for $30 Source: StackCommerce When the price of Bitcoin maxed out, you might have thought the cryptocurrency bubble had burst. In fact, there are still many digital currencies gaining value. The Complete Cryptocurrency Professional Trading Bundle shows you how to ride the wave and make a profit, with 22 hours of expert training. The bundle is now 97% off MSRP at just $29.99. EvenBecome an expert cryptocurrency investor with this bundle of six courses for $30 Source: StackCommerce When the price of Bitcoin maxed out, you might have thought the cryptocurrency bubble had burst. In fact, there are still many digital currencies gaining value. The Complete Cryptocurrency Professional Trading Bundle shows you how to ride the wave and make a profit, with 22 hours of expert training. The bundle is now 97% off MSRP at just $29.99. EvenBitcoin hits record above $28,000 Bitcoin is crashing -- upward. It just passed $28,000 and shows no signs of stopping.What the #)$*#@)($ is happening with Bitcoin's insane record run? Bitcoin is crashing -- upward. It just passed $28,000 and shows no signs of stopping.What the #)$*#@)($ is happening with Bitcoin's insane record run? Bitcoin is crashing -- upward. It just passed $28,000 and shows no signs of stopping.Bitcoin at all-time high, value surges past $26,000 Bitcoin, the world's most popular cryptocurrency, has surged past the USD 26,000 level to set an all-time record high, according to trading data. On Binance, the largest cryptocurrency exchange by trading volume, Bitcoin was trading at USD 26,286.74, as of 20:45 GMT on Saturday.",1,26442.2,28353.2,25634.6,26251.4,14257.99861732,-0.007178191610063,0.4778106130723116,0.1028129278199243,0.554164,0.0,0.556842,0.783371,0.0,25767.454447702836,24334.125734496884,1.0,0.0,1.0,0.04191978414305351,0.03522851604121993,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2020-12-28,16,"Chart points to crypto ‘peaking out’ in early 2021 While bitcoin's intermediate-term outlook is strong, its chart points to a change in direction in the new year, one trader says.Bitcoin Just Jumped. It’s Near a Record High. It isn’t entirely clear why Bitcoin took off, but the price has been moving in line with those of riskier assets.Bitcoin surged past $28,000 for the first time, market cap now exceeds $0.5 trillion TechStartups - Coverage of Technology News, technology startups, Emerging technology, venture capital funding, and Silicon ValleyForget Bitcoin and Gold: Here's a Warren Buffett Stock to Buy if You Fear a Stock Market Crash A stock market crash is never too far away, but there are far better (and safer) assets to protect your portfolio than Bitcoin or physical gold.Bitcoin mining stocks surge after the cryptocurrency passes $28,000 for the first time Bitcoin mining companies Riot Blockchain and Marathon Patent Group soared on Monday morning as investors anticipate bitcoin's continued rally into 2021. BothBitcoin: How to Gain Exposure in Your TFSA Bitcoin has been one of the hottest assets in 2020 and investors have started to take notice. Here's how you can gain exposure in your TFSA.Bitcoin Climbs To All-Time High Of More Than $28,000 The world's most famous cryptocurrency, the bitcoin, has crossed the $25,000 mark for the first time and reached a record high of $28,000.Forget Bitcoin and Air Canada: These 3 Stocks Could Soar in 2021 Bitcoin and Air Canada appear overbought and ripe for a crash. Investors might want to consider three unloved dividend stocks heading into 2021.Forget Gold and Bitcoin! Here's a Tech Stock I'd Buy on the Dip After falling into a bear market, Kinaxis Inc. (TSX:KXS) stock looks like a far better bet than gold and Bitcoin as the pandemic dies down.What investors think will be the best performing investment in 2021 CNBC asked dozens of investors, traders and strategists to pick a 2021 winner from Tesla, Amazon, Apple, bitcoin and Exxon Mobil.",1,26238.0,27460.9,26056.4,27029.5,7871.34149982,0.0296403239446276,-0.4479350355485212,0.0535292324110069,0.560965,0.0,0.0,0.561068,0.0,26398.785490962386,24672.4701253125,1.0,0.0,1.0,0.030175644125785397,0.03311493841201558,1.0,0.0,1.0,,,,,0.0,0.0,0.0
